date,precip_difference_mm,precip_abs_difference_mm,precip_ratio_chirps_era,solar_mj_m2_sum_10d,tmean_c_mean_10d,tmin_c_mean_10d,tmax_c_mean_10d,wind_ms_mean_10d,rh_pct_mean_10d,precip_difference_mm_mean_10d,precip_abs_difference_mm_mean_10d,precip_ratio_chirps_era_mean_10d,precip_source_difference_sum_10d,precip_source_ratio_10d,solar_mj_m2_sum_30d,tmean_c_mean_30d,tmin_c_mean_30d,tmax_c_mean_30d,wind_ms_mean_30d,rh_pct_mean_30d,precip_difference_mm_mean_30d,precip_abs_difference_mm_mean_30d,precip_ratio_chirps_era_mean_30d,precip_source_difference_sum_30d,precip_source_ratio_30d,solar_mj_m2_sum_60d,tmean_c_mean_60d,tmin_c_mean_60d,tmax_c_mean_60d,wind_ms_mean_60d,rh_pct_mean_60d,precip_difference_mm_mean_60d,precip_abs_difference_mm_mean_60d,precip_ratio_chirps_era_mean_60d,precip_source_difference_sum_60d,precip_source_ratio_60d,solar_mj_m2_sum_90d,tmean_c_mean_90d,tmin_c_mean_90d,tmax_c_mean_90d,wind_ms_mean_90d,rh_pct_mean_90d,precip_difference_mm_mean_90d,precip_abs_difference_mm_mean_90d,precip_ratio_chirps_era_mean_90d,precip_source_difference_sum_90d,precip_source_ratio_90d,precip_consensus_mm,sin_doy_h1_q,cos_doy_h1_q,sin_doy_h2_q,cos_doy_h2_q,precip_prev1d_mm,precip_sum_3d,precip_max1d_3d,wet_days_3d,heavy10_days_3d,heavy25_days_3d,precip_sum_7d,precip_max1d_7d,wet_days_7d,heavy10_days_7d,heavy25_days_7d,precip_sum_14d,precip_max1d_14d,wet_days_14d,heavy10_days_14d,heavy25_days_14d,precip_sum_30d,precip_max1d_30d,wet_days_30d,heavy10_days_30d,heavy25_days_30d,precip_sum_60d,precip_max1d_60d,wet_days_60d,heavy10_days_60d,heavy25_days_60d,precip_sum_90d,precip_max1d_90d,wet_days_90d,heavy10_days_90d,heavy25_days_90d,precip_api_hl7d,precip_api_hl15d,precip_api_hl30d,precip_api_hl60d,tmean_c_mean_7d,tmin_c_mean_7d,tmax_c_mean_7d,rh_pct_mean_7d,wind_ms_mean_7d,solar_mj_m2_sum_7d,precip_recent_ratio_7_30,precip_recent_ratio_14_60
2008-12-01,2.5100842404168846,2.5100842404168846,2.686692714339053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6432113753892743,-0.4822058478963526,0.8760579434344281,-0.8448805268402667,0.5349550405091192,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
2008-12-02,-0.2196261751576522,0.2196261751576522,0.3128654902893233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1098130875788261,-0.46706492487743034,0.8842230238742036,-0.8259791204413984,0.5637007118984807,2.6432113753892743,2.6432113753892743,2.6432113753892743,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.24919228304766008,0.11936318623832162,0.06037103124885132,0.03035987206071458,,,,,,,,
2008-12-03,-0.1796863423612473,0.1796863423612473,0.3575433793289713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08984317118062365,-0.451785789832884,0.8921264484954345,-0.8061001043286312,0.5917792002101544,0.1098130875788261,2.7530244629681,2.6432113753892743,1.0,0.0,0.0,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.2360521232210137,0.11893191910036154,0.06150028937610373,0.03127247007705256,,,,,,,,
2008-12-04,-0.801319530479987,0.801319530479987,0.445402622851887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9442073825286905,-0.4363729641045924,0.8997658785476209,-0.7852670068439961,0.6191572723971441,0.08984317118062365,2.8428676341487242,2.6432113753892743,1.0,0.0,0.0,2.8428676341487242,2.6432113753892743,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.22226807897083153,0.11761831790005196,0.0621476416911834,0.031945211957844784,14.789018793326031,11.938576158160435,18.983438450599024,75.59844424519011,1.2115196334150007,49.086304267581475,,
2008-12-05,0.8458862293386127,0.8458862293386127,1.7045650456801622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5235224430434862,-0.42083100859565564,0.9071390534005044,-0.7635044855580851,0.6458025244087264,0.9442073825286905,1.1438636412881402,0.9442073825286905,0.0,0.0,0.0,3.7870750166774148,2.6432113753892743,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.2903298711341336,0.15494575428387036,0.08229391401479294,0.0424234366818443,14.949703474137522,11.855611180850227,19.37762595907904,75.6755249725662,1.1002549966124104,67.34359191766724,,
2008-12-06,-0.3925942893092888,0.3925942893092888,0.2030068195476222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1962971446546444,-0.4051645224207563,0.9142437912130223,-0.7408382980859317,0.6716834195431209,1.5235224430434862,2.5575729967528003,1.5235224430434862,1.0,0.0,0.0,5.310597459720901,2.6432113753892743,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.40659074807071605,0.2167484824738477,0.11521161911127363,0.05943530972425985,15.1331947998431,12.178880608429449,19.48627914507232,75.93065783365887,1.2139793275310393,83.15369008919383,,
2008-12-07,1.379300847111691,1.379300847111691,6.98141824748763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8202480494100545,-0.3893781415452015,0.9210779895789526,-0.717295271600886,0.6967693257736101,0.1962971446546444,2.664026970226821,1.5235224430434862,1.0,0.0,0.0,5.506894604375545,2.6432113753892743,2.0,0.0,0.0,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,0.3867650377119096,0.21582493286004625,0.11706361507420998,0.061007301974735535,15.207507545379613,12.277986461275189,19.54383984800748,75.4291229347084,1.2425765213411974,99.3968040754717,,
2008-12-08,-0.0517036043759275,0.0517036043759275,0.6591801190972105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02585180218796375,-0.37347653741307074,0.9276396261490467,-0.6929032710826029,0.7210305520038863,0.8202480494100545,2.540067637108185,1.5235224430434862,1.0,0.0,0.0,6.327142653785599,2.6432113753892743,2.0,0.0,0.0,6.327142653785599,2.6432113753892743,2.0,0.0,0.0,,,,,,,,,,,,,,,,0.4276322276586567,0.243119711362912,0.1331243697509876,0.06972792574702952,15.213672505423693,12.277724382568323,19.53680965663816,74.70978956166896,1.263423255437138,116.57886225385936,,
2008-12-09,-0.0323409230476793,0.0323409230476793,0.7556241689803869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01617046152383965,-0.3574644155648614,0.9339267592294762,-0.6676911663366994,0.7444383832097441,0.02585180218796375,1.0423969962526627,0.8202480494100545,0.0,0.0,0.0,3.709783080584289,1.5235224430434862,1.0,0.0,0.0,6.352994455973564,2.6432113753892743,2.0,0.0,0.0,,,,,,,,,,,,,,,,0.38975384137479124,0.23330824106283402,0.13067426092170864,0.06922396548483628,15.124340067873382,12.00663631918736,19.67506119705423,72.58762791620941,1.3429025366864977,119.65976349914237,,
2008-12-10,-0.2284270672473489,0.2284270672473489,0.3313758428805514,155.33834986620928,15.236824559683775,12.165891526870942,19.737928095549137,1.1205436105161142,73.65449175998761,0.3397778280150451,0.7125046868443301,1.5673665119558051,3.0580004521354063,1.5236154481436024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12742393911056416,-0.34134651424503615,0.9399375283564133,-0.641688797825113,0.7669651144255266,0.01617046152383965,0.8622703131218579,0.8202480494100545,0.0,0.0,0.0,3.6161404545293028,1.5235224430434862,1.0,0.0,0.0,6.369164917497403,2.6432113753892743,2.0,0.0,0.0,,,,,,,,,,,,,,,,0.3545337692305385,0.22350264720839946,0.12805899052906256,0.06861459401813273,15.260242848114732,11.993658287237183,20.10486735367538,72.1443507820201,1.089678033788462,125.00422637392796,,
