date,year,month,day,model,scenario,pr_mm_day,tas_c,tasmin_c,tasmax_c,rh_pct,rsds_mj_m2_day,rlds_mj_m2_day,sfcWind_ms
2015-01-01,2015,1,1,GISS-E2-1-G,ssp245,0.006554922076814318,12.984048045007281,6.219610895876047,19.748493198749166,72.38464714008602,18.421030320664702,25.61465631243597,7.13430308513954
2015-01-02,2015,1,2,GISS-E2-1-G,ssp245,0.0,14.100835147711772,6.245311366013513,21.956334415289895,69.14356244196657,20.97240275678791,25.01965336513832,5.622620454902858
2015-01-03,2015,1,3,GISS-E2-1-G,ssp245,0.0,15.90974341220545,7.998148166677362,23.821338157445375,68.52766439302371,20.238699650198516,25.888435983926744,2.3667729213589532
2015-01-04,2015,1,4,GISS-E2-1-G,ssp245,0.0,15.403202477960662,8.202111316118106,22.60428563519256,70.09579984737874,18.321730411917265,25.6821029296875,2.5376994049614243
2015-01-05,2015,1,5,GISS-E2-1-G,ssp245,0.0,16.37168065472381,8.479261121072428,24.264095185493535,68.83559363526724,20.93237169649718,25.63323634733607,2.135580887559984
2015-01-06,2015,1,6,GISS-E2-1-G,ssp245,0.0,16.6036065773886,8.019570672707502,25.187637479188037,69.2540182728585,19.805013915215167,25.198911121606045,3.074803507393175
2015-01-07,2015,1,7,GISS-E2-1-G,ssp245,0.0,16.64568264653776,8.479259286682485,24.81209483329067,71.09039952846172,21.376387821785347,25.569574199538938,2.178321068404151
2015-01-08,2015,1,8,GISS-E2-1-G,ssp245,0.0,17.68899559479596,10.829717483937436,24.548304223232606,72.69236084151139,20.41894371958248,27.13561037877818,3.357198571898247
2015-01-09,2015,1,9,GISS-E2-1-G,ssp245,0.009467533895165943,17.890123777962796,11.721158287173434,24.059085766734995,73.33169634876356,17.546182694031764,28.76439184810451,1.708691771564588
2015-01-10,2015,1,10,GISS-E2-1-G,ssp245,0.025168206995479774,18.184810517524785,11.493754636003695,24.875840550823963,74.40307925698535,19.93293798507941,28.69905428887039,1.8098247389975792
2015-01-11,2015,1,11,GISS-E2-1-G,ssp245,0.026990910862609702,18.069014318914387,11.599896273586943,24.538118022647737,73.3158904112102,19.40191277775999,27.715667770235655,2.15271515403289
2015-01-12,2015,1,12,GISS-E2-1-G,ssp245,0.07991288975599821,17.59191067388151,10.752166314463821,24.43166820755424,74.07299754658683,21.182899290791497,27.132806739882174,1.6944250200615556
2015-01-13,2015,1,13,GISS-E2-1-G,ssp245,0.0,17.04619367422304,10.266065653816622,23.826331366867336,73.06137931281752,20.31313085617316,27.163046546810968,1.904474150287649
2015-01-14,2015,1,14,GISS-E2-1-G,ssp245,0.38816152292219774,16.522921936368704,10.499374873260354,22.546478671714933,74.40726316691747,18.04142249855917,27.507725352202872,4.363445386209123
2015-01-15,2015,1,15,GISS-E2-1-G,ssp245,3.3381572073386585,16.032617187500023,11.204995310632281,20.860244567537592,77.8993943844988,18.767289608414448,27.544312692110655,5.542340098834428
2015-01-16,2015,1,16,GISS-E2-1-G,ssp245,14.733679872769558,16.229148055946915,12.427900370613495,20.030372894787423,82.12900964288764,16.854475240938783,27.854417544505637,5.8408564036009745
2015-01-17,2015,1,17,GISS-E2-1-G,ssp245,4.3597312283427385,16.46441056715337,11.329973131190256,21.598854673625365,78.6048996722112,20.05932193743596,27.859284293352978,4.84204413982037
