date,year,month,day,model,scenario,pr_mm_day,tas_c,tasmin_c,tasmax_c,rh_pct,rsds_mj_m2_day,rlds_mj_m2_day,sfcWind_ms
2015-01-01,2015,1,1,EC-Earth3,ssp245,0.0,17.95672430653392,11.898502437403968,24.01495284617275,74.81641834029736,20.23707267225922,27.41183002369365,2.865512639446988
2015-01-02,2015,1,2,EC-Earth3,ssp245,0.1317256171458838,18.972430186454087,13.36014084112451,24.58470635752862,71.87028620151874,19.103259792840678,28.17773013896004,4.5894650214356805
2015-01-03,2015,1,3,EC-Earth3,ssp245,0.0,18.30731441310197,12.953219120880316,23.66139953279758,73.88265478415568,18.118435297131146,28.466657327420595,4.558343147319523
2015-01-04,2015,1,4,EC-Earth3,ssp245,0.02517548669059534,19.102178087911994,13.809939591871608,24.394421253308593,72.92939970923253,18.554207490714656,28.526256406890365,4.269194131340486
2015-01-05,2015,1,5,EC-Earth3,ssp245,0.0,18.17880055578682,12.942690556427193,23.414905552264795,73.65546717409228,18.194410121830174,28.431238702292518,3.892775648930033
2015-01-06,2015,1,6,EC-Earth3,ssp245,0.030457522648173866,17.54606960275788,11.649610075403455,23.44251478851821,73.06422440992678,19.04366756451716,27.399004577036376,2.603866224080487
2015-01-07,2015,1,7,EC-Earth3,ssp245,0.0,17.57250299505851,10.867468728654394,24.277535593835406,71.93740148492198,21.3024647965228,27.045009797643445,2.6250569794347376
2015-01-08,2015,1,8,EC-Earth3,ssp245,2.710428664586736,17.364286895918738,12.589525800194268,22.139070838136124,73.89366996223157,16.462958123879353,28.381267536501024,5.027646922022918
2015-01-09,2015,1,9,EC-Earth3,ssp245,17.35142080884305,17.392801653752585,13.181811456732433,21.603812696112982,76.66482568959721,15.78696312275871,28.747711201652148,3.5780846655694516
2015-01-10,2015,1,10,EC-Earth3,ssp245,4.667721622142575,16.1554614457928,10.66031590863006,21.650611652311756,71.9418017694859,18.52016613329278,28.01513962922644,4.5214646527024565
2015-01-11,2015,1,11,EC-Earth3,ssp245,1.4077026056331872,16.60954883346143,11.197677428865717,22.021423239786138,75.26054032122502,18.362657956582993,28.012061901255123,2.9710814548971873
2015-01-12,2015,1,12,EC-Earth3,ssp245,7.218551700820261,16.60530472218667,11.867980690210915,21.34262108307721,73.18933288907745,17.621854079950054,28.051188603035346,2.1929985994849703
2015-01-13,2015,1,13,EC-Earth3,ssp245,0.5500668593606965,15.892202808817903,10.632965488121181,21.151437127785627,75.60152343583236,18.232170916848105,27.77268530033299,4.4303611875231805
2015-01-14,2015,1,14,EC-Earth3,ssp245,0.0,15.443970126793054,8.293940376323452,22.593992206177447,74.14663971447554,21.159111649910347,26.82227838434939,3.3260691452547504
2015-01-15,2015,1,15,EC-Earth3,ssp245,0.0,15.898581149408747,8.761279897220822,23.035865058273586,71.16760262244387,20.6723170970479,26.58070598744877,3.4197704192719174
2015-01-16,2015,1,16,EC-Earth3,ssp245,0.030627009218211453,17.27922490020921,11.387906500811155,23.1705564738623,72.86976911200851,18.96847472143955,27.913952420594264,5.302497754331495
2015-01-17,2015,1,17,EC-Earth3,ssp245,0.0,18.125154322222958,12.32047115805373,23.92982314479809,71.41524876662291,19.219964559586323,28.498441142097853,2.838031497809405
2015-01-18,2015,1,18,EC-Earth3,ssp245,1.8902878767474875,16.660280388170275,12.773102206871181,20.547476413080624,76.9678446034916,14.966695833600154,28.539995094774596,4.502933327617541
2015-01-19,2015,1,19,EC-Earth3,ssp245,0.001154058319019855,14.31006433038766,8.994213733777345,19.625911925268976,77.24698347081252,18.49093926581711,27.448844512038935,5.690659762731666
2015-01-20,2015,1,20,EC-Earth3,ssp245,0.0,13.42838815157533,6.273130223008476,20.5836537512274,74.21185085942835,19.485493390592982,26.851866100473867,4.334571022804969
2015-01-21,2015,1,21,EC-Earth3,ssp245,0.0,14.858580275572086,7.429206956540324,22.287984112181974,71.55360700263353,21.041676872278433,26.721347355276645,3.6058309912030158
2015-01-22,2015,1,22,EC-Earth3,ssp245,0.0,15.791944226541176,8.621302436870327,22.962575843685986,70.94712529416944,21.908139603611684,26.18796866034836,1.7015599220828281
2015-01-23,2015,1,23,EC-Earth3,ssp245,0.0,17.234889362939743,11.524990294409603,22.9448112779628,72.43368446892076,21.550668677958505,26.368167638960042,3.0601831837430034
2015-01-24,2015,1,24,EC-Earth3,ssp245,1.924389401607246,15.524388447745924,9.845178222656273,21.20360834507345,72.0390150560056,16.216062465580173,26.786862756147542,2.5709412723291116
2015-01-25,2015,1,25,EC-Earth3,ssp245,0.4639875870169385,16.512307655876473,10.36109555770793,22.663515084688804,75.28210582628928,18.58041086305712,27.89371682889344,2.124244512756014
2015-01-26,2015,1,26,EC-Earth3,ssp245,0.0,17.453519960830796,10.682602412322854,24.224450683593773,70.7062282458029,21.702048882556355,27.6229107710041,2.8087882435386953
2015-01-27,2015,1,27,EC-Earth3,ssp245,0.0,16.71319319928281,11.287264364273845,22.139122034291777,70.25115945951535,19.359938794345545,27.100859751216703,2.9992181225552583
2015-01-28,2015,1,28,EC-Earth3,ssp245,0.0,16.308798934853165,9.878800255613923,22.73876709651428,70.6970287802441,20.2715745045146,27.019110836641907,2.3847130504462237
2015-01-29,2015,1,29,EC-Earth3,ssp245,0.0,15.795227284249084,8.630643817505572,22.9597964093985,69.71147351707917,21.70520564725282,26.78077703637295,3.1914665034559904
2015-01-30,2015,1,30,EC-Earth3,ssp245,0.0,16.16461121606047,9.776024223285969,22.55321088280185,69.62641669101401,20.45872602779201,27.50609397252818,4.194159953320613
2015-01-31,2015,1,31,EC-Earth3,ssp245,0.0,16.44632414937673,10.082972859033493,22.80965459437972,71.41967552476893,20.766843774013832,27.88117763191599,2.657560971265282
2015-02-01,2015,2,1,EC-Earth3,ssp245,0.052460560913996375,16.554618526938206,10.623258063311157,22.48597348739543,72.59599133267429,20.914486228067368,26.807022430519982,2.8941071254959523
2015-02-02,2015,2,2,EC-Earth3,ssp245,0.007366970822699916,17.086095824528286,10.271384217309192,23.900804430018383,75.09144142025806,20.89675021692495,27.345386310514854,3.4340164974087575
2015-02-03,2015,2,3,EC-Earth3,ssp245,0.0,18.114301904563717,11.153894543256941,25.074688420530247,71.5372684249461,22.34811818487449,27.60566152984119,2.598506179663653
2015-02-04,2015,2,4,EC-Earth3,ssp245,0.04934055880573292,18.446018973595482,11.589003165823536,25.303027110282212,74.02491631012798,22.739221553214648,27.42867465099898,3.4723459749273915
2015-02-05,2015,2,5,EC-Earth3,ssp245,0.0,18.7813561277963,11.891050144883474,25.671675284964163,73.49398616102876,22.493239899782274,27.153256366867314,4.285982856333582
2015-02-06,2015,2,6,EC-Earth3,ssp245,0.12543753382338824,17.243922232539298,10.47352898602931,24.014305806811414,71.55753759999094,19.45217040935579,27.578341953765367,2.441793276312573
2015-02-07,2015,2,7,EC-Earth3,ssp245,1.5070052222028132,17.3917577191129,12.203072869973125,22.580437565371007,73.20812158636708,19.180840508933144,28.179812239049696,1.5539147632369577
2015-02-08,2015,2,8,EC-Earth3,ssp245,0.828787397696316,17.310607976861363,11.261660282989691,23.35958151895494,71.53392287290814,18.91758060322746,28.50498516105277,3.2272362422421983
2015-02-09,2015,2,9,EC-Earth3,ssp245,0.0,17.423100439186328,10.184163978451611,24.66203139675122,69.37074275616088,22.64599180327869,27.53202340708248,2.997864043126341
2015-02-10,2015,2,10,EC-Earth3,ssp245,0.0,16.918690399003182,9.85731321241037,23.98005991451078,68.94156254836119,20.674525341796876,27.891766939357073,4.23796064345563
2015-02-11,2015,2,11,EC-Earth3,ssp245,0.0,17.239395124925313,9.872432587837283,24.606340318690254,68.06493807099557,22.652530174180324,27.58069046330687,4.228137315948153
2015-02-12,2015,2,12,EC-Earth3,ssp245,0.0,18.12719299649934,10.576549158982264,25.677820658032385,67.71443772446261,23.176045581454918,27.711362916239757,2.3209386002170587
2015-02-13,2015,2,13,EC-Earth3,ssp245,0.0,18.463557742593093,12.184628412632367,24.742500246808852,70.44075533340538,21.118004621061733,28.404506840740268,2.7744237334350417
2015-02-14,2015,2,14,EC-Earth3,ssp245,0.0,18.59799084272543,13.057408967565339,24.13856137802043,70.49314250841819,20.75154033043033,28.928218100025614,3.1438073695031674
2015-02-15,2015,2,15,EC-Earth3,ssp245,0.0,18.45151814111597,11.814633628970308,25.088407322617847,71.41636303344059,22.05942253778176,28.525117459656766,3.911328078619118
2015-02-16,2015,2,16,EC-Earth3,ssp245,0.0,18.99442318775617,12.06649236626966,25.9223443370048,69.58111930805478,22.507619886654712,28.530846501985142,3.476067225138346
2015-02-17,2015,2,17,EC-Earth3,ssp245,0.0,19.2582348099172,12.7172358611894,25.79923792771305,68.96203071302405,23.16609160796619,28.872532372246418,3.043863032033535
2015-02-18,2015,2,18,EC-Earth3,ssp245,0.0,18.554622696006255,11.918312514675142,25.190915534014284,69.13552164380016,21.68574316166112,28.36102585008965,1.875895180337416
2015-02-19,2015,2,19,EC-Earth3,ssp245,0.8417907187888842,19.17124370303964,12.181578155684365,26.160919422920955,75.49111296440081,23.443584370197232,28.16791647348873,2.1040289623489796
2015-02-20,2015,2,20,EC-Earth3,ssp245,0.0,19.072193316683766,12.17086398432166,25.973507807163614,70.33203525230533,22.91161712666496,28.041250349001025,3.0956163601797133
2015-02-21,2015,2,21,EC-Earth3,ssp245,0.0,19.51702020363732,12.490127880325756,26.54392269947492,66.01981295392812,23.894438897605024,28.161230921810965,3.845384079250482
2015-02-22,2015,2,22,EC-Earth3,ssp245,0.0,20.088410991397733,14.274066595692476,25.902760056459215,66.23705896262915,23.03883125640369,29.18345357005635,2.623213990789945
2015-02-23,2015,2,23,EC-Earth3,ssp245,0.0,18.897485351562523,12.808043833247973,24.986927370165237,65.85785941869183,23.0159461225666,28.53752993564293,2.4744245771501885
2015-02-24,2015,2,24,EC-Earth3,ssp245,0.0,19.318805031698282,13.037193656879719,25.600393560023928,67.44642313972848,22.493235202676743,28.485628057761275,1.8638232829140835
2015-02-25,2015,2,25,EC-Earth3,ssp245,3.3280945694089303,18.92037336839355,13.226585079672581,24.61416932819973,69.2830846817767,21.467760687756147,28.605460585297134,2.0320936903927493
2015-02-26,2015,2,26,EC-Earth3,ssp245,13.978580289260773,18.30253032413339,13.671499683817903,22.933557462431715,73.85708109537761,21.5648824795082,28.40741089107326,1.979132779960424
2015-02-27,2015,2,27,EC-Earth3,ssp245,1.5998556025776645,18.29712004114372,13.239145647893208,23.35508009280014,75.57910823300888,22.40979997678663,28.25352842597336,2.4698855942064295
2015-02-28,2015,2,28,EC-Earth3,ssp245,14.040775364264848,17.058788929089847,12.48320455915943,21.63437029729126,77.56425763739914,19.84720657338627,29.195510708568136,3.2435713140039497
2015-03-01,2015,3,1,EC-Earth3,ssp245,0.5011466401438306,17.40168810568223,12.348298686710235,22.455088697756597,79.61801209996958,23.24441882524334,27.63285594102203,2.9633405286757672
2015-03-02,2015,3,2,EC-Earth3,ssp245,0.0,17.25067962479724,10.437264597741654,24.064094651852827,72.33887018922898,23.351269777792012,26.831405724897543,1.664690747287104
2015-03-03,2015,3,3,EC-Earth3,ssp245,1.5417440443731019,18.113489269819436,14.401131284953491,21.82584725468539,72.28434632514995,13.788689437115778,29.51695409996158,2.6540114475729686
2015-03-04,2015,3,4,EC-Earth3,ssp245,0.0,17.096177798411905,10.20934881825267,23.982982264451014,70.51682381551774,22.991125075243342,28.81997655929816,2.493537948431213
2015-03-05,2015,3,5,EC-Earth3,ssp245,0.0,18.22381681848747,11.612719659857435,24.834905972506853,64.87949909147669,23.542756448514346,28.95701768218494,2.972869728432327
2015-03-06,2015,3,6,EC-Earth3,ssp245,0.121017387063461,18.36133819746843,13.056377873655249,23.666300355671552,65.39248719762584,18.94276810402792,29.0470852138832,2.979012994818349
2015-03-07,2015,3,7,EC-Earth3,ssp245,1.8237938902142352,18.645515550290327,12.879305213136123,24.411729389461684,65.86856529360912,20.609887190221567,29.024184720799184,2.1255306181360463
2015-03-08,2015,3,8,EC-Earth3,ssp245,0.0,18.666272673059705,14.355631577121779,22.976921440082844,65.92900469003479,19.341064621221825,29.32380340035861,3.1605155624327113
2015-03-09,2015,3,9,EC-Earth3,ssp245,0.0,17.034391209336604,9.730689610549033,24.338096310141328,62.910400411470334,24.06041421939037,27.461705460745392,4.069016547802367
2015-03-10,2015,3,10,EC-Earth3,ssp245,0.0,18.553025442654988,12.3433845228185,24.76267603472936,63.25871356067761,23.761398066086063,28.728505270235654,2.9807343469942853
2015-03-11,2015,3,11,EC-Earth3,ssp245,3.53200552149172,18.731800917328407,12.709239755432485,24.754360911885268,62.686720300893306,21.837619573674438,28.931086907658816,2.122592058338103
2015-03-12,2015,3,12,EC-Earth3,ssp245,0.0,18.66546887673969,12.779929472709638,24.551008280769747,65.47417128932932,21.823539142546107,28.899795179623464,2.6795905261743265
2015-03-13,2015,3,13,EC-Earth3,ssp245,0.0,19.211625629696062,13.300999775870926,25.12224681416498,65.49807876837059,21.397375922931612,29.540552516649594,2.700962565635723
2015-03-14,2015,3,14,EC-Earth3,ssp245,0.0,19.32627383372825,13.465845060087968,25.186689933401663,65.89731064259679,22.549458230340676,29.56739035124232,2.5231353663355924
2015-03-15,2015,3,15,EC-Earth3,ssp245,2.8687003677420804,19.174468227032126,14.015019551261549,24.333902060920447,66.71053902047579,21.94521282018443,29.36714137423156,2.495542449377925
2015-03-16,2015,3,16,EC-Earth3,ssp245,0.6783660991712794,19.161570297824905,13.234208637508559,25.088938628650126,77.29574093010908,20.676275957351436,29.55934582319416,2.7386266976757776
2015-03-17,2015,3,17,EC-Earth3,ssp245,0.0,20.25694940285607,14.112395639888598,26.401514672451352,67.41837264931267,22.350775291367828,30.000779916431867,2.6066730191798806
2015-03-18,2015,3,18,EC-Earth3,ssp245,0.1347540837026022,19.928867594401066,13.610846247438547,26.246879269125706,63.90840953555914,23.37755890112705,29.50483264280226,3.6055224958013317
2015-03-19,2015,3,19,EC-Earth3,ssp245,0.44824271361471424,19.471056061624854,14.16509249327615,24.777003453989522,67.44233691106078,21.2413043689165,29.858699375640374,4.391942131063326
2015-03-20,2015,3,20,EC-Earth3,ssp245,0.0,19.60667751291413,13.304949884466806,25.90839196710641,68.66761954886015,24.35057010438012,29.376241180519983,3.243946920978567
2015-03-21,2015,3,21,EC-Earth3,ssp245,0.0,19.326136254482602,13.428358301048096,25.22391420791712,63.58274449416197,23.737039424308403,29.30029545338115,2.9473093337700016
2015-03-22,2015,3,22,EC-Earth3,ssp245,0.0,18.82363081134736,12.124018001035285,25.523233449133393,61.70731470493671,24.552637653688528,28.6103496237833,3.0416646173091535
