date,year,month,day,model,scenario,pr_mm_day,tas_c,tasmin_c,tasmax_c,rh_pct,rsds_mj_m2_day,rlds_mj_m2_day,sfcWind_ms
2015-01-01,2015,1,1,UKESM1-0-LL,ssp245,0.9289879018114499,15.75371387252393,11.207234933988666,20.30017496744794,72.83512098802244,17.68316167392418,27.412484001985145,8.07447331850646
2015-01-02,2015,1,2,UKESM1-0-LL,ssp245,0.4869710060850847,14.953457925098215,9.458194486691024,20.44871719443735,73.04177060153316,19.27187087522413,26.48684080270236,6.898624998624208
2015-01-03,2015,1,3,UKESM1-0-LL,ssp245,0.0,16.37637352448346,10.56836761307849,22.18440228238134,74.66672732660679,19.344730330270238,27.19862347592213,5.33104948398194
2015-01-04,2015,1,4,UKESM1-0-LL,ssp245,0.0,17.213360629055693,11.04279555023696,23.38393037723064,78.3209679191881,18.712087524013835,27.681123599193135,3.197424843011658
2015-01-05,2015,1,5,UKESM1-0-LL,ssp245,0.0,17.851787696379805,11.3581883831754,24.345387009584215,79.65980413051251,19.363678742155482,27.625272305648053,2.5544119545670805
2015-01-06,2015,1,6,UKESM1-0-LL,ssp245,0.0,17.76243839785052,11.187591952964931,24.337284842736103,75.98910956044014,16.828614678054564,27.962688089139345,1.3899385538257536
2015-01-07,2015,1,7,UKESM1-0-LL,ssp245,4.174137780000074,17.83765155396177,12.502739978227481,23.172543284932143,81.58560822700542,14.999720930455943,28.674803248271008,2.5301336447397866
2015-01-08,2015,1,8,UKESM1-0-LL,ssp245,2.6315627364846343,17.70789414702871,12.006942732347188,23.4088323874552,81.16117329415076,16.541909335777408,28.461839091316598,3.093483187461811
2015-01-09,2015,1,9,UKESM1-0-LL,ssp245,2.0780971164044115,17.092397954555178,12.055175847955113,22.129608554527433,74.33886293505059,17.634286014344262,28.10358089619621,5.553826663012062
2015-01-10,2015,1,10,UKESM1-0-LL,ssp245,0.618888678069257,14.992414197244303,10.260637193690254,19.724200873036224,70.3566898700318,17.77781762215036,27.04100176901896,8.238222163883062
2015-01-11,2015,1,11,UKESM1-0-LL,ssp245,0.7055981590681648,14.325906121926254,8.586554922301936,20.065226803972443,72.47368363343953,19.091237680904204,26.3126073930584,6.691504207465167
2015-01-12,2015,1,12,UKESM1-0-LL,ssp245,0.6427760743373837,16.267918721183424,11.088836403101544,21.44701721524934,75.46123850671319,17.247788669473614,28.169921979059943,6.050463335110191
2015-01-13,2015,1,13,UKESM1-0-LL,ssp245,0.6309503750001523,16.810822100196404,11.544099301197512,22.077572415044422,77.48659006754556,17.524906837538424,28.38280150166496,5.463373546391888
2015-01-14,2015,1,14,UKESM1-0-LL,ssp245,0.34002891715928973,16.868708109204256,11.483459205835919,22.25395868019982,77.96311225265752,17.279794739369876,28.105769459208506,4.641557727355123
2015-01-15,2015,1,15,UKESM1-0-LL,ssp245,0.0,17.225899184597015,11.157726583845651,23.29408796133242,77.93633416181052,19.56400992571721,27.832473603995908,2.6158375922447994
2015-01-16,2015,1,16,UKESM1-0-LL,ssp245,1.5100179435723446,17.717031576854957,11.28736358809343,24.146699565616483,78.375665091426,18.396065334432635,28.26557013319672,2.7429997660423235
2015-01-17,2015,1,17,UKESM1-0-LL,ssp245,0.5692216494219897,17.88645266340081,11.677483297045788,24.095431701993707,80.73897965227972,18.40787670338115,28.2593145251665,2.7306974767987193
2015-01-18,2015,1,18,UKESM1-0-LL,ssp245,21.326829222809586,17.979221098019153,13.999980555466639,21.958458638842664,80.0401442063962,14.241402894467216,29.058067968750006,4.300916580554566
2015-01-19,2015,1,19,UKESM1-0-LL,ssp245,0.0,16.622650213189488,10.296084611402858,22.949215814976117,76.33093532708173,19.123113903208246,27.542914726882685,2.1931537643807832
2015-01-20,2015,1,20,UKESM1-0-LL,ssp245,2.9179296072679346,17.377262369791687,11.192390717053044,23.562134022530337,80.84497716518048,17.881498720062755,28.081192747822747,1.837216426765984
2015-01-21,2015,1,21,UKESM1-0-LL,ssp245,9.853093352810037,17.830918842586687,12.630801074752412,23.031034609268296,81.11856325076577,17.01814202180456,28.467072199987193,1.7848757811582803
2015-01-22,2015,1,22,UKESM1-0-LL,ssp245,6.769741501766028,18.024245865618617,12.871331953872122,23.177174118959208,84.42874049619248,17.392045684714397,28.479343013575825,2.6214990954581503
2015-01-23,2015,1,23,UKESM1-0-LL,ssp245,0.1982073899912915,18.185841444672153,11.381328712004803,24.990349007695123,81.37589572427052,18.597899735847847,28.203133612961068,1.7912662420116487
2015-01-24,2015,1,24,UKESM1-0-LL,ssp245,1.7893682819882741,19.473144764717834,14.34303665578042,24.603238532061155,75.60123260164522,17.939659094838625,29.13724017514088,1.8559469733733296
2015-01-25,2015,1,25,UKESM1-0-LL,ssp245,1.122342993564461,18.261744331401577,11.66319373292352,24.860304602117505,79.80229512199027,18.632086653112193,28.238249332415474,2.100461127328091
2015-01-26,2015,1,26,UKESM1-0-LL,ssp245,1.0783889262696544,18.356797915599408,12.421212184885185,24.292391317398845,73.30749636790792,17.410812242251538,28.298552516649593,2.5349194495404355
2015-01-27,2015,1,27,UKESM1-0-LL,ssp245,0.15763387370990117,17.11211564527837,10.910224355895686,23.31399726242318,72.68277160978057,20.04232484150871,27.45782068071209,4.2613270816907205
2015-01-28,2015,1,28,UKESM1-0-LL,ssp245,0.0,17.376586146954004,11.644500632364267,23.108671661543738,68.58925357672686,20.229816040439296,27.640396207415474,4.503528996243503
2015-01-29,2015,1,29,UKESM1-0-LL,ssp245,0.49623607490383476,17.3123316363559,11.399876728995926,23.224783541986874,71.32652382772478,19.81028664670851,27.92561469966701,3.3669910483021552
2015-01-30,2015,1,30,UKESM1-0-LL,ssp245,0.0,17.352694051773845,10.941444838893892,23.76395760624789,71.67486805733435,20.870726818647544,27.581122121542013,2.8857470144991013
2015-01-31,2015,1,31,UKESM1-0-LL,ssp245,0.435810810628683,17.342988794879208,10.893258917136293,23.792721674351114,69.49055635212548,20.96606342213115,27.474770892033813,3.933270034894266
2015-02-01,2015,2,1,UKESM1-0-LL,ssp245,0.2903902317544247,17.12719566470289,11.332039821603933,22.92234000117403,68.16566942558913,20.12928644819416,27.860586083183918,5.791070143381754
